Cliente_ID,Nome_Cliente,CNPJ_CPF,Data_Vencimento,Valor_Devido,Valor_Pago,Cidade,Regiao
300,Cliente 300,22.333.444/0001-88,2023-04-10,47931.88,48140.52,São Paulo,Sudeste
301,Cliente 301,11.222.333/0001-99,2023-09-18,7771.55,60126.07,Rio,Sul
302,Cliente 302,11.222.333/0001-99,2025-09-19,14331.55,2626.31,Rio,Sul
303,Cliente 303,11.222.333/0001-99,2026-08-21,838.6,65636.17,BH,Sudeste
304,Cliente 304,22.333.444/0001-88,2026-10-09,13726.69,50447.78,São Paulo,Sudeste
305,Cliente 305,22.333.444/0001-88,2023-10-13,46817.39,120575.96,São Paulo,Sudeste
306,Cliente 306,11.222.333/0001-99,2023-11-24,1348.97,16066.89,Rio,Sudeste
307,Cliente 307,22.333.444/0001-88,2026-01-31,3126.81,114031.67,BH,Sudeste
308,Cliente 308,22.333.444/0001-88,2023-03-04,12843.3,107101.73,Rio,Sul
309,Cliente 309,22.333.444/0001-88,2024-11-17,9199.44,36267.35,São Paulo,Sudeste
310,Cliente 310,22.333.444/0001-88,2026-07-29,732.44,12490.75,São Paulo,Sul
311,Cliente 311,22.333.444/0001-88,2026-08-09,6191.15,126275.02,BH,Sul
312,Cliente 312,11.222.333/0001-99,2025-01-07,3084.81,37414.51,BH,Sul
313,Cliente 313,22.333.444/0001-88,2025-10-27,1266.34,21834.02,Rio,Sul
314,Cliente 314,11.222.333/0001-99,2024-09-30,32840.4,53855.49,BH,Sul
315,Cliente 315,11.222.333/0001-99,2025-07-24,4952.48,60132.42,Rio,Sudeste
316,Cliente 316,22.333.444/0001-88,2026-01-20,19462.95,48913.2,BH,Sul
317,Cliente 317,11.222.333/0001-99,2026-04-28,950.72,146472.17,Rio,Sul
318,Cliente 318,11.222.333/0001-99,2024-04-20,11209.58,132123.1,São Paulo,Sudeste
319,Cliente 319,11.222.333/0001-99,2023-02-22,21728.18,130946.32,São Paulo,Sul
320,Cliente 320,22.333.444/0001-88,2025-01-23,3501.66,59815.14,São Paulo,Sudeste
321,Cliente 321,22.333.444/0001-88,2024-04-30,2450.26,144430.45,São Paulo,Sul
322,Cliente 322,11.222.333/0001-99,2026-10-19,791.57,102602.29,São Paulo,Sudeste
323,Cliente 323,22.333.444/0001-88,2026-02-09,1457.86,124799.2,São Paulo,Sudeste
324,Cliente 324,22.333.444/0001-88,2024-02-13,2607.93,75131.27,BH,Sul
325,Cliente 325,22.333.444/0001-88,2025-10-27,1253.54,24092.59,BH,Sudeste
326,Cliente 326,22.333.444/0001-88,2024-10-29,1677.19,133032.83,BH,Sudeste
327,Cliente 327,11.222.333/0001-99,2026-05-05,6132.36,72964.01,Rio,Sul
328,Cliente 328,11.222.333/0001-99,2025-04-14,7251.06,145283.24,BH,Sul
329,Cliente 329,22.333.444/0001-88,2025-05-25,22633.42,38229.15,BH,Sul
330,Cliente 330,22.333.444/0001-88,2024-01-02,1691.75,148856.85,Rio,Sul
331,Cliente 331,11.222.333/0001-99,2025-09-28,5076.92,33363.7,Rio,Sul
332,Cliente 332,11.222.333/0001-99,2023-09-07,2738.66,55225.01,São Paulo,Sul
333,Cliente 333,22.333.444/0001-88,2026-06-17,2480.68,89102.48,BH,Sudeste
334,Cliente 334,11.222.333/0001-99,2024-01-15,3157.09,103998.46,BH,Sul
335,Cliente 335,22.333.444/0001-88,2025-05-21,3734.44,108042.33,Rio,Sul
336,Cliente 336,22.333.444/0001-88,2025-04-14,6978.26,71437.86,São Paulo,Sul
337,Cliente 337,11.222.333/0001-99,2025-02-13,3094.86,11524.04,BH,Sul
338,Cliente 338,11.222.333/0001-99,2025-07-07,27399.03,74407.22,Rio,Sul
339,Cliente 339,22.333.444/0001-88,2024-03-30,452.07,50203.19,Rio,Sul
340,Cliente 340,22.333.444/0001-88,2024-01-01,21494.13,98648.34,BH,Sul
341,Cliente 341,11.222.333/0001-99,2026-08-06,2933.92,27341.34,Rio,Sul
342,Cliente 342,22.333.444/0001-88,2024-02-07,3773.03,59086.85,Rio,Sul
343,Cliente 343,11.222.333/0001-99,2023-02-27,4849.05,144917.87,BH,Sudeste
344,Cliente 344,22.333.444/0001-88,2024-06-04,13199.03,13330.11,São Paulo,Sudeste
345,Cliente 345,11.222.333/0001-99,2026-08-20,1433.1,90350.12,BH,Sudeste
346,Cliente 346,11.222.333/0001-99,2026-02-12,1959.41,13597.23,São Paulo,Sul
347,Cliente 347,11.222.333/0001-99,2023-07-29,9904.89,23549.35,Rio,Sul
348,Cliente 348,22.333.444/0001-88,2025-11-30,456.03,90740.16,BH,Sudeste
349,Cliente 349,22.333.444/0001-88,2025-03-26,4685.21,66599.33,BH,Sul
350,Cliente 350,11.222.333/0001-99,2023-06-22,1608.69,82274.85,São Paulo,Sudeste
351,Cliente 351,22.333.444/0001-88,2023-08-22,1198.08,131980.83,Rio,Sul
352,Cliente 352,11.222.333/0001-99,2025-03-03,495.79,122586.04,BH,Sul
353,Cliente 353,11.222.333/0001-99,2025-03-03,14490.13,133197.22,BH,Sul
354,Cliente 354,22.333.444/0001-88,2026-11-27,6138.63,92438.24,Rio,Sul
355,Cliente 355,22.333.444/0001-88,2025-11-28,1917.56,73446.48,São Paulo,Sudeste
356,Cliente 356,11.222.333/0001-99,2023-04-29,3903.46,68879.64,BH,Sul
357,Cliente 357,22.333.444/0001-88,2023-12-01,1064.19,110971.28,Rio,Sudeste
358,Cliente 358,22.333.444/0001-88,2026-09-21,2320.04,78194.98,BH,Sul
359,Cliente 359,11.222.333/0001-99,2026-01-02,3723.11,15865.32,BH,Sudeste
360,Cliente 360,11.222.333/0001-99,2026-04-29,5375.09,21290.85,BH,Sul
361,Cliente 361,22.333.444/0001-88,2023-11-20,8509.08,53562.42,São Paulo,Sul
362,Cliente 362,11.222.333/0001-99,2025-10-07,392.21,10173.51,Rio,Sul
363,Cliente 363,11.222.333/0001-99,2026-03-16,8546.24,35884.68,BH,Sul
364,Cliente 364,22.333.444/0001-88,2023-10-11,438.91,98460.13,BH,Sudeste
365,Cliente 365,11.222.333/0001-99,2023-08-01,8992.51,1864.55,BH,Sudeste
366,Cliente 366,11.222.333/0001-99,2025-07-17,3645.92,90613.93,São Paulo,Sudeste
367,Cliente 367,22.333.444/0001-88,2025-01-21,22652.91,115853.54,BH,Sudeste
368,Cliente 368,22.333.444/0001-88,2026-11-18,1911.68,25523.06,Rio,Sudeste
369,Cliente 369,11.222.333/0001-99,2023-12-05,14664.37,27145.28,São Paulo,Sul
370,Cliente 370,11.222.333/0001-99,2025-11-11,958.77,4328.45,Rio,Sudeste
371,Cliente 371,22.333.444/0001-88,2023-04-15,5700.12,76867.51,BH,Sudeste
372,Cliente 372,22.333.444/0001-88,2026-12-26,283.38,98188.13,BH,Sudeste
373,Cliente 373,22.333.444/0001-88,2025-02-08,16920.62,68536.44,São Paulo,Sul
374,Cliente 374,22.333.444/0001-88,2024-12-16,55139.56,58417.32,BH,Sudeste
375,Cliente 375,11.222.333/0001-99,2025-02-01,1849.16,68161.92,Rio,Sudeste
376,Cliente 376,22.333.444/0001-88,2026-05-29,5835.31,117229.23,Rio,Sudeste
377,Cliente 377,22.333.444/0001-88,2024-01-14,9148.76,5027.15,Rio,Sudeste
378,Cliente 378,11.222.333/0001-99,2026-05-30,560.96,117572.78,BH,Sul
379,Cliente 379,22.333.444/0001-88,2026-07-05,1722.02,99951.32,BH,Sul
380,Cliente 380,11.222.333/0001-99,2024-12-13,1579.06,36213.98,São Paulo,Sudeste
381,Cliente 381,22.333.444/0001-88,2026-10-22,142898.39,78710.96,São Paulo,Sul
382,Cliente 382,22.333.444/0001-88,2026-10-04,21250.24,7393.6,Rio,Sul
383,Cliente 383,22.333.444/0001-88,2023-08-13,3626.72,56938.3,Rio,Sudeste
384,Cliente 384,11.222.333/0001-99,2025-01-07,14627.48,26106.37,São Paulo,Sul
385,Cliente 385,11.222.333/0001-99,2023-08-24,6606.1,3345.06,São Paulo,Sul
386,Cliente 386,22.333.444/0001-88,2023-07-02,11273.97,53563.42,Rio,Sul
387,Cliente 387,11.222.333/0001-99,2024-12-12,1124.48,108916.86,São Paulo,Sul
388,Cliente 388,11.222.333/0001-99,2024-03-19,33614.98,138153.28,BH,Sul
389,Cliente 389,11.222.333/0001-99,2024-09-14,1677.67,99339.53,BH,Sul
390,Cliente 390,11.222.333/0001-99,2025-10-26,1803.78,60295.52,São Paulo,Sul
391,Cliente 391,11.222.333/0001-99,2026-06-13,11229.71,149924.42,São Paulo,Sul
392,Cliente 392,11.222.333/0001-99,2026-02-24,7974.99,42441.53,BH,Sudeste
393,Cliente 393,22.333.444/0001-88,2026-02-01,5076.71,28069.71,BH,Sul
394,Cliente 394,22.333.444/0001-88,2025-01-18,15921.73,69552.34,Rio,Sul
395,Cliente 395,11.222.333/0001-99,2023-06-04,967.31,75736.71,São Paulo,Sul
396,Cliente 396,22.333.444/0001-88,2023-09-14,64996.91,53223.51,BH,Sudeste
397,Cliente 397,22.333.444/0001-88,2023-08-23,2438.36,104324.86,São Paulo,Sudeste
398,Cliente 398,22.333.444/0001-88,2024-05-14,4342.58,27579.66,BH,Sul
399,Cliente 399,22.333.444/0001-88,2023-10-16,66420.26,76550.96,BH,Sudeste
400,Cliente 400,11.222.333/0001-99,2024-05-24,1820.35,75019.04,São Paulo,Sudeste
401,Cliente 401,22.333.444/0001-88,2024-12-09,20583.8,123567.96,Rio,Sul
402,Cliente 402,22.333.444/0001-88,2025-02-23,3640.77,139045.23,BH,Sudeste
403,Cliente 403,11.222.333/0001-99,2025-06-12,1512.37,99489.88,São Paulo,Sudeste
404,Cliente 404,11.222.333/0001-99,2025-02-14,2872.0,45805.74,BH,Sudeste
405,Cliente 405,22.333.444/0001-88,2023-10-25,10859.46,103441.65,São Paulo,Sudeste
406,Cliente 406,22.333.444/0001-88,2023-05-17,20332.44,37705.67,São Paulo,Sudeste
407,Cliente 407,22.333.444/0001-88,2024-01-11,6740.22,144981.66,BH,Sudeste
408,Cliente 408,22.333.444/0001-88,2023-03-28,524.73,123354.32,Rio,Sudeste
409,Cliente 409,22.333.444/0001-88,2026-12-13,11965.04,64678.54,BH,Sul
410,Cliente 410,22.333.444/0001-88,2026-05-07,4027.96,117651.53,BH,Sudeste
411,Cliente 411,11.222.333/0001-99,2024-03-12,1049.98,61298.35,Rio,Sudeste
412,Cliente 412,22.333.444/0001-88,2026-08-26,7982.05,11191.52,Rio,Sudeste
413,Cliente 413,22.333.444/0001-88,2026-07-28,24037.62,106015.33,São Paulo,Sul
414,Cliente 414,11.222.333/0001-99,2026-09-08,4961.22,60692.07,São Paulo,Sul
415,Cliente 415,11.222.333/0001-99,2025-02-02,17901.97,139547.97,Rio,Sul
416,Cliente 416,11.222.333/0001-99,2024-12-02,9389.57,45984.18,Rio,Sudeste
417,Cliente 417,11.222.333/0001-99,2025-07-30,9560.79,126499.92,BH,Sul
418,Cliente 418,22.333.444/0001-88,2023-06-01,3204.52,102065.68,Rio,Sudeste
419,Cliente 419,22.333.444/0001-88,2026-08-18,15462.53,127998.69,BH,Sul
420,Cliente 420,22.333.444/0001-88,2026-07-25,17674.01,43782.28,BH,Sudeste
421,Cliente 421,22.333.444/0001-88,2025-10-28,14909.22,69201.81,BH,Sudeste
422,Cliente 422,22.333.444/0001-88,2025-03-17,3167.5,123469.35,Rio,Sudeste
423,Cliente 423,22.333.444/0001-88,2023-08-23,19518.38,96572.82,Rio,Sul
424,Cliente 424,11.222.333/0001-99,2024-11-05,8440.87,53988.28,BH,Sul
425,Cliente 425,22.333.444/0001-88,2024-07-14,1259.85,76799.34,Rio,Sul
426,Cliente 426,11.222.333/0001-99,2026-08-18,2881.05,149414.71,São Paulo,Sul
427,Cliente 427,11.222.333/0001-99,2023-02-07,2338.88,111277.2,São Paulo,Sul
428,Cliente 428,22.333.444/0001-88,2026-03-05,303.97,92178.4,BH,Sudeste
429,Cliente 429,11.222.333/0001-99,2025-04-01,20025.83,124186.71,Rio,Sudeste
430,Cliente 430,22.333.444/0001-88,2024-02-25,377626.69,66304.55,São Paulo,Sul
431,Cliente 431,11.222.333/0001-99,2026-05-27,26680.47,142509.6,BH,Sudeste
432,Cliente 432,22.333.444/0001-88,2023-12-14,6173.39,82803.18,São Paulo,Sul
433,Cliente 433,11.222.333/0001-99,2026-01-07,2387.15,49030.82,BH,Sudeste
434,Cliente 434,22.333.444/0001-88,2025-01-17,1345.99,12903.0,BH,Sudeste
435,Cliente 435,22.333.444/0001-88,2023-09-30,6068.72,56354.28,BH,Sul
436,Cliente 436,22.333.444/0001-88,2026-03-30,19065.37,85295.76,São Paulo,Sudeste
437,Cliente 437,22.333.444/0001-88,2023-11-04,1911.39,105487.22,BH,Sul
438,Cliente 438,22.333.444/0001-88,2026-10-29,178075.74,131267.5,BH,Sudeste
439,Cliente 439,11.222.333/0001-99,2025-09-02,707.98,141594.13,São Paulo,Sudeste
440,Cliente 440,11.222.333/0001-99,2025-01-02,6729.78,15368.08,BH,Sudeste
441,Cliente 441,11.222.333/0001-99,2025-10-29,5423.04,90135.75,São Paulo,Sudeste
442,Cliente 442,22.333.444/0001-88,2024-03-19,4960.58,99988.45,BH,Sul
443,Cliente 443,11.222.333/0001-99,2026-02-10,2216.32,25809.57,Rio,Sul
444,Cliente 444,22.333.444/0001-88,2026-05-13,5516.25,81840.1,Rio,Sudeste
445,Cliente 445,22.333.444/0001-88,2024-02-09,2618.4,50225.05,São Paulo,Sul
446,Cliente 446,11.222.333/0001-99,2025-05-02,29823.3,11612.6,BH,Sul
447,Cliente 447,11.222.333/0001-99,2026-05-05,47528.45,9879.9,São Paulo,Sul
448,Cliente 448,22.333.444/0001-88,2025-02-16,2852.75,113881.95,BH,Sudeste
449,Cliente 449,11.222.333/0001-99,2023-04-25,491.29,92318.32,São Paulo,Sul
450,Cliente 450,22.333.444/0001-88,2026-02-18,7667.19,107268.25,Rio,Sul
451,Cliente 451,22.333.444/0001-88,2023-03-06,7289.81,102791.72,São Paulo,Sul
452,Cliente 452,22.333.444/0001-88,2026-07-23,5694.73,20146.84,Rio,Sul
453,Cliente 453,22.333.444/0001-88,2025-04-04,10364.42,22734.79,Rio,Sudeste
454,Cliente 454,22.333.444/0001-88,2023-08-27,34000.79,37872.56,Rio,Sudeste
455,Cliente 455,11.222.333/0001-99,2023-10-29,15774.67,59865.09,São Paulo,Sul
456,Cliente 456,11.222.333/0001-99,2026-11-16,10342.42,140876.43,São Paulo,Sul
457,Cliente 457,22.333.444/0001-88,2025-08-26,14121.9,101083.85,Rio,Sul
458,Cliente 458,22.333.444/0001-88,2024-01-04,6988.81,38275.79,São Paulo,Sudeste
459,Cliente 459,11.222.333/0001-99,2023-08-21,1308.17,8397.62,BH,Sul
460,Cliente 460,11.222.333/0001-99,2023-07-14,37445.39,102633.59,Rio,Sul
461,Cliente 461,22.333.444/0001-88,2025-06-25,5673.81,93797.77,BH,Sudeste
462,Cliente 462,11.222.333/0001-99,2025-11-01,1307.26,101364.51,Rio,Sudeste
463,Cliente 463,22.333.444/0001-88,2025-07-09,1013.16,39176.95,BH,Sul
464,Cliente 464,11.222.333/0001-99,2024-11-19,1359.78,77544.48,Rio,Sudeste
465,Cliente 465,22.333.444/0001-88,2023-06-26,874.99,54255.42,Rio,Sudeste
466,Cliente 466,11.222.333/0001-99,2023-08-05,12536.98,122654.84,Rio,Sudeste
467,Cliente 467,22.333.444/0001-88,2025-10-31,3846.21,10409.5,São Paulo,Sudeste
468,Cliente 468,11.222.333/0001-99,2024-09-21,14565.44,41316.27,BH,Sudeste
469,Cliente 469,11.222.333/0001-99,2023-06-13,25267.22,90443.06,Rio,Sudeste
470,Cliente 470,22.333.444/0001-88,2023-02-22,17590.16,30783.57,São Paulo,Sudeste
471,Cliente 471,11.222.333/0001-99,2023-08-06,11939.8,100907.02,Rio,Sudeste
472,Cliente 472,22.333.444/0001-88,2025-09-25,7350.63,20515.88,BH,Sul
473,Cliente 473,11.222.333/0001-99,2025-04-03,3764.96,3421.84,Rio,Sul
474,Cliente 474,22.333.444/0001-88,2026-10-15,4133.56,129524.18,São Paulo,Sudeste
475,Cliente 475,11.222.333/0001-99,2024-01-20,11137.9,50016.66,Rio,Sul
476,Cliente 476,22.333.444/0001-88,2023-02-25,1279.42,23527.35,Rio,Sul
477,Cliente 477,11.222.333/0001-99,2023-04-28,4557.65,25906.35,Rio,Sul
478,Cliente 478,22.333.444/0001-88,2025-06-18,1737.18,132884.31,Rio,Sudeste
479,Cliente 479,11.222.333/0001-99,2026-06-30,25391.63,98164.71,São Paulo,Sul
480,Cliente 480,22.333.444/0001-88,2025-03-08,13411.67,143451.94,Rio,Sul
481,Cliente 481,22.333.444/0001-88,2025-02-18,97971.92,120006.05,BH,Sul
482,Cliente 482,22.333.444/0001-88,2025-10-12,1701.42,115131.4,BH,Sul
483,Cliente 483,11.222.333/0001-99,2025-03-13,1977.0,74973.1,Rio,Sudeste
484,Cliente 484,22.333.444/0001-88,2025-04-24,5326.78,123120.73,São Paulo,Sul
485,Cliente 485,11.222.333/0001-99,2026-04-18,1779.98,61897.88,BH,Sul
486,Cliente 486,22.333.444/0001-88,2026-12-09,10432.36,124050.07,Rio,Sul
487,Cliente 487,11.222.333/0001-99,2026-06-12,4576.39,113661.19,Rio,Sudeste
488,Cliente 488,22.333.444/0001-88,2025-05-04,2480.11,101765.79,São Paulo,Sul
489,Cliente 489,11.222.333/0001-99,2024-12-08,22530.98,49457.43,Rio,Sudeste
490,Cliente 490,11.222.333/0001-99,2026-01-08,368.92,94606.75,São Paulo,Sudeste
491,Cliente 491,22.333.444/0001-88,2023-01-22,10498.19,76018.14,BH,Sudeste
492,Cliente 492,11.222.333/0001-99,2025-04-22,2272.0,69231.43,Rio,Sul
493,Cliente 493,11.222.333/0001-99,2026-01-21,15420.59,148536.95,São Paulo,Sudeste
494,Cliente 494,22.333.444/0001-88,2023-07-11,21563.51,75659.67,Rio,Sudeste
495,Cliente 495,11.222.333/0001-99,2025-10-15,202.98,4797.93,Rio,Sudeste
496,Cliente 496,11.222.333/0001-99,2026-01-31,3654.55,93970.18,BH,Sul
497,Cliente 497,11.222.333/0001-99,2024-01-31,5331.93,109201.63,Rio,Sul
498,Cliente 498,22.333.444/0001-88,2025-10-27,181.1,132777.58,São Paulo,Sudeste
499,Cliente 499,11.222.333/0001-99,2024-10-01,6760.49,94902.71,São Paulo,Sul
500,Cliente 500,22.333.444/0001-88,2025-10-15,2346.61,2918.57,São Paulo,Sul
501,Cliente 501,11.222.333/0001-99,2024-07-20,908.67,17961.65,Rio,Sul
502,Cliente 502,11.222.333/0001-99,2023-08-19,1976.96,24186.01,Rio,Sudeste
503,Cliente 503,11.222.333/0001-99,2025-05-23,1552.09,31689.2,BH,Sul
504,Cliente 504,22.333.444/0001-88,2024-07-27,2210.11,119966.53,Rio,Sul
505,Cliente 505,11.222.333/0001-99,2023-08-28,6368.84,46464.01,São Paulo,Sudeste
506,Cliente 506,11.222.333/0001-99,2023-03-31,19413.91,46854.35,São Paulo,Sudeste
507,Cliente 507,22.333.444/0001-88,2023-08-20,4407.35,113338.12,BH,Sul
508,Cliente 508,11.222.333/0001-99,2024-04-01,23014.08,61865.49,São Paulo,Sul
509,Cliente 509,22.333.444/0001-88,2023-08-21,1136.44,9695.93,São Paulo,Sudeste
510,Cliente 510,22.333.444/0001-88,2023-12-20,6087.82,87768.97,São Paulo,Sul
511,Cliente 511,11.222.333/0001-99,2025-10-01,93831.53,19510.15,BH,Sudeste
512,Cliente 512,22.333.444/0001-88,2026-09-18,530.18,85749.64,BH,Sudeste
513,Cliente 513,11.222.333/0001-99,2024-03-14,502.57,116945.72,São Paulo,Sul
514,Cliente 514,22.333.444/0001-88,2026-10-30,29494.54,139423.45,São Paulo,Sudeste
515,Cliente 515,22.333.444/0001-88,2026-08-08,6692.45,10057.89,Rio,Sul
516,Cliente 516,11.222.333/0001-99,2023-12-11,2117.31,45594.99,Rio,Sul
517,Cliente 517,22.333.444/0001-88,2024-10-25,1010.76,97869.6,São Paulo,Sudeste
518,Cliente 518,22.333.444/0001-88,2026-12-22,4673.28,47317.95,Rio,Sul
519,Cliente 519,22.333.444/0001-88,2024-10-18,5925.44,67653.84,São Paulo,Sul
520,Cliente 520,22.333.444/0001-88,2023-05-10,5966.63,3013.63,São Paulo,Sudeste
521,Cliente 521,22.333.444/0001-88,2023-05-21,997.02,104024.7,Rio,Sul
522,Cliente 522,11.222.333/0001-99,2024-02-19,3066.44,132492.02,BH,Sudeste
523,Cliente 523,22.333.444/0001-88,2026-01-21,2218.72,146528.95,BH,Sudeste
524,Cliente 524,11.222.333/0001-99,2024-09-17,12149.23,124580.0,BH,Sul
525,Cliente 525,22.333.444/0001-88,2023-10-11,1082.87,4766.44,São Paulo,Sul
526,Cliente 526,11.222.333/0001-99,2023-08-11,5466.75,97778.1,São Paulo,Sul
527,Cliente 527,11.222.333/0001-99,2025-01-13,196401.63,74348.89,BH,Sul
528,Cliente 528,22.333.444/0001-88,2024-04-07,984.15,140684.32,BH,Sudeste
529,Cliente 529,22.333.444/0001-88,2026-07-23,1726.47,135320.83,BH,Sul
530,Cliente 530,22.333.444/0001-88,2026-03-09,4309.57,148206.93,São Paulo,Sul
531,Cliente 531,11.222.333/0001-99,2023-12-23,79.91,129290.13,São Paulo,Sul
532,Cliente 532,22.333.444/0001-88,2025-11-12,666.77,82033.82,Rio,Sudeste
533,Cliente 533,11.222.333/0001-99,2026-07-17,7592.91,107235.08,Rio,Sudeste
534,Cliente 534,11.222.333/0001-99,2025-05-08,3843.2,144701.59,Rio,Sudeste
535,Cliente 535,11.222.333/0001-99,2024-10-26,21516.82,86717.51,BH,Sul
536,Cliente 536,22.333.444/0001-88,2026-09-18,3521.44,125996.88,São Paulo,Sudeste
537,Cliente 537,22.333.444/0001-88,2025-10-11,3113.17,141331.48,Rio,Sudeste
538,Cliente 538,11.222.333/0001-99,2023-03-26,1837.17,85580.65,Rio,Sul
539,Cliente 539,11.222.333/0001-99,2024-09-12,3041.23,23873.14,Rio,Sul
540,Cliente 540,22.333.444/0001-88,2025-11-20,901.24,23334.51,Rio,Sudeste
541,Cliente 541,11.222.333/0001-99,2023-08-28,3997.99,17297.58,BH,Sudeste
542,Cliente 542,22.333.444/0001-88,2023-12-29,1261.73,71448.48,São Paulo,Sul
543,Cliente 543,11.222.333/0001-99,2025-04-01,902.28,72021.24,São Paulo,Sul
544,Cliente 544,22.333.444/0001-88,2026-11-13,2007.73,92605.68,São Paulo,Sudeste
545,Cliente 545,11.222.333/0001-99,2024-10-29,9242.93,72430.92,Rio,Sudeste
546,Cliente 546,22.333.444/0001-88,2026-08-15,5997.86,145958.25,BH,Sudeste
547,Cliente 547,11.222.333/0001-99,2026-10-26,12514.57,43696.62,BH,Sudeste
548,Cliente 548,22.333.444/0001-88,2023-04-09,1349.47,131072.49,BH,Sudeste
549,Cliente 549,22.333.444/0001-88,2023-02-16,4824.8,15049.56,São Paulo,Sul
550,Cliente 550,11.222.333/0001-99,2025-04-18,53237.0,90287.65,São Paulo,Sul
551,Cliente 551,11.222.333/0001-99,2024-02-26,34770.36,97248.78,BH,Sudeste
552,Cliente 552,22.333.444/0001-88,2023-03-03,825.1,115834.52,Rio,Sul
553,Cliente 553,11.222.333/0001-99,2026-02-06,1197.79,75453.33,São Paulo,Sul
554,Cliente 554,22.333.444/0001-88,2026-02-16,52915.87,29583.94,São Paulo,Sul
555,Cliente 555,11.222.333/0001-99,2025-10-06,9248.07,55349.64,Rio,Sul
556,Cliente 556,22.333.444/0001-88,2024-08-20,3763.02,40824.23,Rio,Sul
557,Cliente 557,22.333.444/0001-88,2026-11-06,3218.35,62865.83,São Paulo,Sudeste
558,Cliente 558,22.333.444/0001-88,2024-01-27,6757.74,79495.25,Rio,Sudeste
559,Cliente 559,22.333.444/0001-88,2025-09-03,6877.37,93760.54,Rio,Sul
560,Cliente 560,22.333.444/0001-88,2025-12-11,2329.89,126768.29,Rio,Sudeste
561,Cliente 561,22.333.444/0001-88,2024-08-25,3910.89,136501.55,Rio,Sul
562,Cliente 562,11.222.333/0001-99,2026-08-05,2218.29,69387.19,Rio,Sul
563,Cliente 563,11.222.333/0001-99,2023-12-03,6224.43,13300.72,BH,Sudeste
564,Cliente 564,11.222.333/0001-99,2025-03-20,1750.06,119559.78,São Paulo,Sul
565,Cliente 565,22.333.444/0001-88,2026-05-12,833.1,71573.66,BH,Sudeste
566,Cliente 566,22.333.444/0001-88,2026-06-15,38774.81,81966.99,BH,Sul
567,Cliente 567,22.333.444/0001-88,2026-11-06,4458.62,89369.12,BH,Sul
568,Cliente 568,22.333.444/0001-88,2025-01-21,52885.08,100180.16,São Paulo,Sul
569,Cliente 569,11.222.333/0001-99,2026-03-05,328.59,133515.13,São Paulo,Sudeste
570,Cliente 570,11.222.333/0001-99,2026-12-01,645.96,142821.93,São Paulo,Sudeste
571,Cliente 571,22.333.444/0001-88,2026-10-17,9447.57,141025.4,BH,Sul
572,Cliente 572,11.222.333/0001-99,2026-11-05,4463.88,121419.55,São Paulo,Sudeste
573,Cliente 573,11.222.333/0001-99,2025-05-30,971.88,133386.34,BH,Sul
574,Cliente 574,22.333.444/0001-88,2024-09-26,24127.16,7448.22,Rio,Sudeste
575,Cliente 575,11.222.333/0001-99,2023-09-11,1454.11,127366.9,São Paulo,Sul
576,Cliente 576,22.333.444/0001-88,2026-02-11,26317.02,10839.79,Rio,Sul
577,Cliente 577,11.222.333/0001-99,2023-01-20,4453.26,111929.09,BH,Sul
578,Cliente 578,22.333.444/0001-88,2024-06-11,1098.94,25404.54,São Paulo,Sudeste
579,Cliente 579,22.333.444/0001-88,2026-03-14,1927.09,54016.57,São Paulo,Sul
580,Cliente 580,22.333.444/0001-88,2026-05-16,33557.45,27627.55,Rio,Sudeste
581,Cliente 581,22.333.444/0001-88,2024-01-11,3239.43,66519.25,BH,Sudeste
582,Cliente 582,11.222.333/0001-99,2023-06-15,19173.36,61762.12,BH,Sudeste
583,Cliente 583,22.333.444/0001-88,2026-04-19,34913.06,7209.43,São Paulo,Sudeste
584,Cliente 584,22.333.444/0001-88,2025-05-10,4391.42,124574.69,São Paulo,Sudeste
585,Cliente 585,22.333.444/0001-88,2024-09-08,3595.83,128127.97,São Paulo,Sul
586,Cliente 586,11.222.333/0001-99,2024-09-03,2787.9,118126.09,São Paulo,Sul
587,Cliente 587,22.333.444/0001-88,2026-09-17,8046.05,127140.99,São Paulo,Sudeste
588,Cliente 588,11.222.333/0001-99,2024-05-17,40469.43,112631.86,BH,Sudeste
589,Cliente 589,22.333.444/0001-88,2025-07-01,881.96,140622.67,São Paulo,Sul
590,Cliente 590,11.222.333/0001-99,2023-03-20,6679.6,86458.84,Rio,Sul
591,Cliente 591,11.222.333/0001-99,2024-08-07,6286.95,87396.38,São Paulo,Sudeste
